Hospital Name,Beds Available,Ventilators Available,ICU Available,Location Type,Emergency Department,Pediatric Care,Specialized Department,Ambulance Services,Year of Establishment
Hospital 3743,458,67,67,Rural,Yes,No,General,Yes,1988
Hospital 3744,336,79,90,Rural,No,Yes,Cardiology,Yes,1955
Hospital 3745,159,87,43,Urban,No,Yes,Cardiology,Yes,2001
Hospital 3746,382,43,72,Rural,Yes,No,General,No,1963
Hospital 3747,368,15,11,Rural,No,Yes,Orthopedics,No,1960
Hospital 3748,65,83,97,Rural,Yes,Yes,Cardiology,Yes,1992
Hospital 3749,27,50,66,Urban,No,Yes,General,No,1977
Hospital 3750,77,57,16,Rural,Yes,No,Orthopedics,No,2008
Hospital 3751,357,69,23,Rural,Yes,Yes,Cardiology,No,2015
Hospital 3752,172,32,99,Rural,No,No,Oncology,No,2019
Hospital 3753,102,30,10,Rural,Yes,No,General,No,2006
Hospital 3754,132,54,55,Rural,No,No,Neurology,No,1991
Hospital 3755,177,51,4,Rural,No,No,Cardiology,No,1954
Hospital 3756,70,30,59,Rural,Yes,Yes,Orthopedics,Yes,1997
Hospital 3757,105,87,32,Urban,No,No,Orthopedics,No,2013
Hospital 3758,450,38,1,Rural,Yes,No,General,Yes,2022
Hospital 3759,246,10,59,Urban,Yes,Yes,Neurology,Yes,1977
Hospital 3760,25,7,9,Rural,No,Yes,Orthopedics,Yes,1958
Hospital 3761,199,91,44,Rural,No,Yes,General,Yes,2003
Hospital 3762,251,25,55,Rural,Yes,Yes,Neurology,Yes,1958
Hospital 3763,275,11,57,Rural,Yes,Yes,Oncology,No,1986
Hospital 3764,254,47,20,Rural,Yes,No,General,Yes,2006
Hospital 3765,330,67,7,Urban,No,Yes,Neurology,No,1973
Hospital 3766,105,24,63,Urban,Yes,No,Cardiology,No,1990
Hospital 3767,473,76,4,Urban,No,Yes,None,Yes,1988
Hospital 3768,385,80,24,Rural,No,No,Oncology,No,1988
Hospital 3769,370,28,94,Rural,Yes,No,Oncology,Yes,1968
Hospital 3770,155,91,32,Rural,No,No,Orthopedics,No,2010
Hospital 3771,286,54,77,Urban,Yes,No,Orthopedics,Yes,1976
Hospital 3772,262,15,13,Rural,No,Yes,Neurology,Yes,1954
Hospital 3773,323,68,63,Rural,Yes,Yes,None,Yes,2017
Hospital 3774,53,38,96,Urban,Yes,Yes,None,No,1968
Hospital 3775,231,49,96,Urban,Yes,Yes,Cardiology,No,1987
Hospital 3776,151,37,76,Urban,Yes,No,General,No,2006
Hospital 3777,28,97,53,Rural,Yes,Yes,Neurology,Yes,1997
Hospital 3778,50,28,81,Rural,No,Yes,Orthopedics,No,1991
Hospital 3779,206,49,3,Rural,Yes,No,Orthopedics,Yes,2001
Hospital 3780,237,64,17,Rural,No,Yes,Orthopedics,Yes,1988
Hospital 3781,400,62,94,Rural,Yes,Yes,None,Yes,1961
Hospital 3782,430,5,16,Urban,No,No,None,No,2022
Hospital 3783,277,23,23,Urban,Yes,Yes,Cardiology,Yes,2017
Hospital 3784,460,98,77,Urban,Yes,No,Neurology,No,1973
Hospital 3785,194,68,18,Urban,No,No,Neurology,Yes,1960
Hospital 3786,222,82,97,Urban,Yes,Yes,Orthopedics,Yes,1963
Hospital 3787,86,3,55,Rural,No,No,Oncology,Yes,1950
Hospital 3788,288,3,18,Rural,No,No,None,No,2019
Hospital 3789,178,91,46,Rural,No,Yes,General,No,2006
Hospital 3790,73,20,66,Rural,No,No,Oncology,Yes,1972
Hospital 3791,283,61,5,Urban,Yes,No,Cardiology,No,2006
Hospital 3792,337,0,13,Urban,No,No,Cardiology,No,1977
Hospital 3793,257,83,1,Rural,Yes,No,Neurology,Yes,2007
Hospital 3794,215,8,54,Urban,No,No,Neurology,Yes,1952
Hospital 3795,200,93,50,Rural,No,No,Neurology,No,1971
Hospital 3796,495,41,1,Urban,No,No,Neurology,No,1972
Hospital 3797,210,46,88,Rural,Yes,Yes,None,No,2018
Hospital 3798,465,72,49,Urban,No,No,Cardiology,Yes,1960
Hospital 3799,309,52,15,Rural,Yes,Yes,Oncology,Yes,2017
Hospital 3800,490,70,98,Rural,No,No,General,No,2003
Hospital 3801,456,88,85,Rural,Yes,No,Oncology,Yes,1974
Hospital 3802,63,26,1,Rural,Yes,No,Neurology,Yes,1956
Hospital 3803,29,38,95,Urban,No,No,Oncology,Yes,1971
Hospital 3804,384,80,27,Rural,Yes,Yes,Orthopedics,Yes,1998
Hospital 3805,265,48,0,Rural,No,Yes,General,Yes,1983
Hospital 3806,471,49,16,Rural,Yes,Yes,None,Yes,2013
Hospital 3807,338,67,0,Urban,Yes,Yes,Neurology,No,1968
Hospital 3808,122,6,88,Rural,No,Yes,Neurology,No,1979
Hospital 3809,472,0,97,Urban,No,Yes,General,Yes,2018
Hospital 3810,244,67,70,Rural,Yes,Yes,Oncology,No,2000
Hospital 3811,237,61,14,Rural,Yes,Yes,Neurology,No,1985
Hospital 3812,382,60,75,Urban,No,Yes,None,No,1976
Hospital 3813,191,53,28,Urban,No,Yes,Orthopedics,No,2019
Hospital 3814,423,95,51,Rural,No,No,Cardiology,No,1952
Hospital 3815,364,13,44,Urban,Yes,Yes,Cardiology,No,1962
Hospital 3816,431,19,56,Urban,No,Yes,Orthopedics,No,2014
Hospital 3817,23,91,4,Rural,No,Yes,Cardiology,Yes,1963
Hospital 3818,41,24,4,Urban,Yes,No,None,Yes,1978
Hospital 3819,213,6,13,Urban,Yes,No,Oncology,Yes,1990
Hospital 3820,488,48,71,Rural,Yes,No,Orthopedics,Yes,2013
Hospital 3821,360,57,71,Urban,Yes,No,Oncology,Yes,1966
Hospital 3822,220,24,44,Urban,Yes,No,None,No,1994
Hospital 3823,77,53,13,Rural,No,Yes,General,Yes,2012
Hospital 3824,299,40,12,Rural,Yes,No,Cardiology,No,2023
Hospital 3825,131,69,76,Urban,Yes,No,Oncology,No,2018
Hospital 3826,71,36,5,Urban,No,No,Cardiology,No,1969
Hospital 3827,323,76,41,Urban,Yes,No,Neurology,Yes,2021
Hospital 3828,93,51,1,Rural,Yes,No,None,No,1977
Hospital 3829,373,61,34,Urban,No,No,Oncology,Yes,2007
Hospital 3830,429,79,96,Urban,Yes,No,Neurology,No,2011
Hospital 3831,489,91,84,Rural,Yes,Yes,Oncology,Yes,2020
Hospital 3832,254,40,2,Rural,Yes,Yes,Cardiology,Yes,2002
Hospital 3833,148,64,51,Urban,Yes,Yes,General,Yes,1980
Hospital 3834,160,85,44,Urban,Yes,No,Oncology,No,1981
Hospital 3835,448,95,40,Rural,No,No,General,Yes,1990
Hospital 3836,285,44,58,Rural,No,No,General,Yes,1974
Hospital 3837,411,18,76,Urban,Yes,No,None,No,1963
Hospital 3838,428,83,20,Rural,No,Yes,Oncology,Yes,1983
Hospital 3839,219,73,84,Rural,Yes,No,None,No,1979
Hospital 3840,22,67,3,Rural,Yes,No,Cardiology,No,2004
Hospital 3841,145,84,13,Rural,No,Yes,Oncology,No,1971
Hospital 3842,120,43,52,Rural,Yes,Yes,Neurology,No,1951
Hospital 3843,85,27,7,Rural,No,No,Cardiology,No,2003
Hospital 3844,57,34,6,Urban,Yes,Yes,None,No,1963
Hospital 3845,444,71,69,Rural,Yes,No,None,Yes,1954
Hospital 3846,403,26,97,Rural,No,Yes,Cardiology,No,1978
Hospital 3847,122,12,6,Urban,No,Yes,None,Yes,1978
Hospital 3848,138,64,32,Urban,Yes,Yes,Neurology,No,2009
Hospital 3849,381,79,31,Urban,No,No,Oncology,No,1964
Hospital 3850,103,47,14,Urban,No,Yes,General,No,2014
Hospital 3851,75,41,85,Rural,Yes,Yes,Orthopedics,Yes,1989
Hospital 3852,143,63,68,Urban,No,No,Orthopedics,No,1992
Hospital 3853,36,12,36,Urban,No,Yes,Orthopedics,Yes,1998
Hospital 3854,125,26,98,Urban,No,Yes,General,No,1976
Hospital 3855,293,92,61,Rural,Yes,Yes,None,No,1994
Hospital 3856,58,67,66,Rural,No,No,Oncology,No,1972
Hospital 3857,140,21,88,Rural,Yes,Yes,None,Yes,1999
Hospital 3858,103,93,93,Rural,No,No,Neurology,Yes,2000
Hospital 3859,418,7,78,Urban,Yes,Yes,General,Yes,1963
Hospital 3860,62,0,50,Rural,Yes,Yes,Oncology,Yes,1994
Hospital 3861,213,22,47,Urban,No,No,Oncology,No,1989
Hospital 3862,426,68,34,Rural,Yes,Yes,General,No,1995
Hospital 3863,435,78,93,Rural,No,No,Orthopedics,Yes,1975
Hospital 3864,493,97,20,Rural,Yes,No,Cardiology,No,2020
Hospital 3865,266,82,78,Rural,Yes,No,Oncology,No,2006
Hospital 3866,383,69,55,Rural,No,Yes,General,No,1971
Hospital 3867,458,10,7,Rural,Yes,No,None,No,2005
Hospital 3868,354,84,43,Urban,Yes,No,Neurology,Yes,2012
Hospital 3869,279,46,18,Urban,Yes,No,None,Yes,1974
Hospital 3870,198,92,26,Rural,No,No,General,No,1982
Hospital 3871,180,35,70,Urban,No,Yes,Oncology,No,1962
Hospital 3872,398,62,83,Rural,No,No,General,Yes,1964
Hospital 3873,20,80,68,Urban,Yes,No,Cardiology,Yes,2019
Hospital 3874,63,32,15,Urban,No,Yes,Oncology,Yes,1986
Hospital 3875,473,45,12,Urban,Yes,No,Cardiology,Yes,1968
Hospital 3876,176,67,12,Rural,Yes,Yes,Neurology,Yes,1996
Hospital 3877,251,30,80,Urban,Yes,Yes,Neurology,Yes,1981
Hospital 3878,61,72,47,Urban,No,Yes,General,No,1985
Hospital 3879,373,8,60,Rural,No,No,General,No,1990
Hospital 3880,454,84,9,Urban,No,No,Cardiology,No,2022
Hospital 3881,285,90,97,Rural,Yes,Yes,Neurology,No,1972
Hospital 3882,432,82,37,Rural,No,No,General,Yes,1997
Hospital 3883,333,68,49,Urban,Yes,Yes,Orthopedics,Yes,1958
Hospital 3884,200,58,96,Urban,No,No,Neurology,No,1995
Hospital 3885,107,34,7,Rural,No,No,Cardiology,No,1974
Hospital 3886,378,30,9,Urban,Yes,Yes,Oncology,Yes,1994
Hospital 3887,268,13,92,Urban,No,No,Cardiology,Yes,1988
Hospital 3888,440,11,74,Urban,Yes,No,Cardiology,Yes,1966
Hospital 3889,270,7,96,Urban,Yes,Yes,Orthopedics,Yes,1995
Hospital 3890,21,74,75,Urban,Yes,No,Neurology,No,2020
Hospital 3891,368,18,43,Rural,Yes,No,Neurology,No,1982
Hospital 3892,456,17,60,Urban,No,Yes,Neurology,No,1962
Hospital 3893,447,47,16,Rural,Yes,No,General,Yes,1981
Hospital 3894,289,31,45,Urban,No,Yes,Cardiology,Yes,1953
Hospital 3895,475,65,3,Urban,Yes,No,General,Yes,2009
Hospital 3896,401,84,61,Rural,Yes,No,Neurology,Yes,1956
Hospital 3897,146,37,61,Rural,No,Yes,Cardiology,Yes,2011
Hospital 3898,119,77,5,Rural,No,No,Orthopedics,Yes,1978
Hospital 3899,306,11,24,Urban,Yes,No,Cardiology,Yes,2006
Hospital 3900,432,88,28,Rural,No,No,Neurology,Yes,1988
Hospital 3901,87,9,78,Urban,Yes,Yes,Orthopedics,Yes,2001
Hospital 3902,236,9,73,Rural,No,Yes,General,Yes,2009
Hospital 3903,183,1,91,Rural,No,Yes,Orthopedics,No,1999
Hospital 3904,355,9,30,Urban,No,No,Cardiology,Yes,1988
Hospital 3905,216,90,96,Rural,No,Yes,None,Yes,1951
Hospital 3906,325,99,15,Rural,Yes,No,Cardiology,No,1988
Hospital 3907,323,44,23,Rural,No,Yes,None,No,1990
Hospital 3908,64,29,29,Urban,Yes,No,Cardiology,Yes,1951
Hospital 3909,126,38,59,Rural,No,Yes,Neurology,Yes,1971
Hospital 3910,495,79,27,Rural,Yes,Yes,General,No,1970
Hospital 3911,227,18,95,Urban,No,No,Oncology,No,2000
Hospital 3912,126,96,29,Rural,Yes,Yes,Neurology,Yes,1968
Hospital 3913,458,2,4,Rural,Yes,No,Oncology,No,2012
Hospital 3914,97,78,69,Urban,Yes,Yes,Oncology,Yes,2002
Hospital 3915,179,91,84,Rural,No,Yes,None,No,1989
Hospital 3916,499,13,78,Rural,No,Yes,Cardiology,No,1957
Hospital 3917,285,15,17,Rural,No,No,Oncology,No,1956
Hospital 3918,204,87,66,Rural,Yes,No,Orthopedics,No,1996
Hospital 3919,139,18,78,Urban,No,No,General,Yes,2009
Hospital 3920,70,41,48,Urban,No,Yes,None,No,1953
Hospital 3921,440,87,55,Rural,Yes,No,Oncology,No,1971
Hospital 3922,212,19,44,Urban,No,Yes,Neurology,No,1971
Hospital 3923,431,25,50,Rural,No,No,Cardiology,No,1973
Hospital 3924,289,92,5,Urban,No,No,General,No,2003
Hospital 3925,100,27,29,Rural,Yes,Yes,General,No,2002
Hospital 3926,366,75,21,Urban,Yes,Yes,Orthopedics,No,1979
Hospital 3927,339,24,3,Rural,Yes,Yes,Cardiology,No,1964
Hospital 3928,255,4,21,Rural,No,Yes,None,Yes,1989
Hospital 3929,299,59,33,Rural,Yes,Yes,General,No,1961
Hospital 3930,479,33,11,Urban,No,No,Oncology,Yes,2001
Hospital 3931,119,27,25,Urban,No,Yes,General,Yes,1996
Hospital 3932,171,7,85,Urban,Yes,No,Neurology,Yes,1951
Hospital 3933,162,68,20,Rural,No,No,None,Yes,2003
Hospital 3934,494,4,70,Rural,Yes,No,Orthopedics,No,2022
Hospital 3935,409,90,4,Rural,No,No,Orthopedics,No,1950
Hospital 3936,228,85,22,Rural,Yes,No,None,Yes,1967
Hospital 3937,73,80,58,Urban,Yes,Yes,None,No,1958
Hospital 3938,90,7,70,Urban,No,No,None,No,1962
Hospital 3939,357,14,10,Rural,Yes,No,Neurology,Yes,1968
Hospital 3940,330,24,52,Rural,No,Yes,Cardiology,Yes,2002
Hospital 3941,475,100,87,Urban,No,Yes,None,No,2021
Hospital 3942,227,31,41,Urban,Yes,Yes,Orthopedics,Yes,1996
Hospital 3943,493,69,52,Rural,Yes,No,Oncology,No,2022
Hospital 3944,205,84,41,Rural,Yes,No,Oncology,Yes,1983
Hospital 3945,72,20,74,Urban,Yes,Yes,Oncology,Yes,1994
Hospital 3946,261,38,83,Rural,No,Yes,None,Yes,1951
Hospital 3947,160,5,79,Urban,Yes,Yes,General,No,1995
Hospital 3948,199,46,44,Urban,No,Yes,None,No,1985
Hospital 3949,407,56,93,Urban,Yes,No,Orthopedics,Yes,2003
Hospital 3950,435,66,2,Rural,No,No,Neurology,Yes,1952
Hospital 3951,96,50,28,Rural,Yes,No,Oncology,No,1958
Hospital 3952,167,84,98,Rural,No,No,Orthopedics,Yes,2002
Hospital 3953,45,61,100,Urban,Yes,No,None,No,2011
Hospital 3954,112,33,41,Rural,No,No,Oncology,No,1970
Hospital 3955,397,32,88,Urban,No,No,General,Yes,2009
Hospital 3956,353,84,61,Urban,No,No,Oncology,No,1977
Hospital 3957,479,26,80,Urban,No,No,Cardiology,No,1985
Hospital 3958,488,63,55,Urban,Yes,No,Orthopedics,Yes,1984
Hospital 3959,59,85,93,Rural,No,No,General,No,1954
Hospital 3960,171,6,43,Rural,No,No,Oncology,Yes,1980
Hospital 3961,169,14,25,Urban,No,Yes,Oncology,No,1996
Hospital 3962,206,91,72,Rural,Yes,Yes,Neurology,Yes,2016
Hospital 3963,423,100,80,Urban,Yes,No,Cardiology,Yes,2008
Hospital 3964,236,18,62,Urban,Yes,Yes,Orthopedics,No,1953
Hospital 3965,101,83,18,Rural,Yes,No,None,Yes,2010
Hospital 3966,199,29,46,Rural,Yes,No,Cardiology,Yes,1980
Hospital 3967,136,4,38,Urban,Yes,No,None,No,1976
Hospital 3968,464,65,65,Rural,No,No,Orthopedics,No,1966
Hospital 3969,222,72,34,Urban,Yes,Yes,Oncology,No,1963
Hospital 3970,104,13,85,Rural,No,No,Oncology,Yes,2008
Hospital 3971,275,12,29,Urban,No,No,General,No,1950
Hospital 3972,190,33,49,Urban,No,No,General,Yes,1971
Hospital 3973,378,92,97,Rural,Yes,Yes,Cardiology,Yes,1962
Hospital 3974,152,5,38,Rural,Yes,Yes,General,No,2019
Hospital 3975,376,72,74,Rural,No,No,Orthopedics,No,1992
Hospital 3976,416,99,63,Urban,Yes,No,Neurology,No,2009
Hospital 3977,158,52,5,Urban,Yes,No,None,Yes,2010
Hospital 3978,334,3,86,Urban,No,No,Neurology,No,2015
Hospital 3979,55,77,32,Urban,Yes,Yes,General,Yes,1982
Hospital 3980,240,37,43,Urban,Yes,No,None,No,2004
Hospital 3981,278,46,89,Urban,No,No,None,No,1985
Hospital 3982,335,39,85,Urban,Yes,Yes,Orthopedics,No,1971
Hospital 3983,165,33,10,Urban,Yes,No,Neurology,Yes,2020
Hospital 3984,120,14,75,Urban,Yes,Yes,None,Yes,1960
Hospital 3985,344,3,88,Urban,Yes,Yes,General,No,1989
Hospital 3986,439,72,4,Rural,No,Yes,Cardiology,Yes,1950
Hospital 3987,96,41,67,Urban,No,No,None,Yes,2006
Hospital 3988,459,41,81,Rural,No,Yes,Cardiology,Yes,1996
Hospital 3989,161,63,5,Urban,No,Yes,General,Yes,2007
Hospital 3990,26,68,47,Urban,Yes,Yes,None,No,1988
Hospital 3991,126,44,47,Urban,No,Yes,Oncology,No,1983
Hospital 3992,64,48,18,Rural,Yes,No,Neurology,No,1978
Hospital 3993,485,84,17,Rural,Yes,No,Orthopedics,No,1988
Hospital 3994,312,83,97,Rural,Yes,Yes,Neurology,Yes,2022
Hospital 3995,227,24,55,Urban,No,No,None,Yes,1955
Hospital 3996,491,47,34,Urban,No,No,General,Yes,1954
Hospital 3997,91,61,45,Urban,Yes,No,None,Yes,1964
Hospital 3998,118,54,77,Urban,No,Yes,Orthopedics,No,1956
Hospital 3999,251,27,68,Urban,No,Yes,None,No,2000
Hospital 4000,273,90,1,Rural,No,Yes,Neurology,Yes,2010
Hospital 4001,493,85,89,Rural,No,Yes,General,No,1971
Hospital 4002,271,5,11,Urban,No,No,None,No,1996
Hospital 4003,364,34,40,Urban,Yes,No,Neurology,No,1965
Hospital 4004,480,5,22,Urban,No,Yes,Neurology,No,1964
Hospital 4005,214,22,78,Rural,No,Yes,Cardiology,No,1981
Hospital 4006,59,25,84,Rural,Yes,Yes,Orthopedics,No,1955
Hospital 4007,335,92,46,Urban,Yes,Yes,Orthopedics,No,1981
Hospital 4008,117,81,6,Urban,Yes,Yes,Neurology,No,1989
Hospital 4009,428,31,80,Rural,Yes,Yes,Cardiology,No,1982
Hospital 4010,317,96,12,Rural,No,No,General,Yes,1968
Hospital 4011,294,11,7,Urban,No,No,Neurology,No,1992
Hospital 4012,182,36,76,Rural,Yes,No,Cardiology,No,1972
Hospital 4013,28,76,97,Urban,No,Yes,Cardiology,No,1989
Hospital 4014,400,64,69,Urban,Yes,Yes,Orthopedics,No,1987
Hospital 4015,433,26,41,Rural,No,Yes,Neurology,No,1980
Hospital 4016,349,16,45,Rural,No,Yes,Orthopedics,Yes,2015
Hospital 4017,150,90,8,Rural,No,Yes,Neurology,Yes,2015
Hospital 4018,404,99,16,Urban,No,No,Orthopedics,No,2022
Hospital 4019,194,82,69,Rural,Yes,Yes,Oncology,Yes,1965
Hospital 4020,117,39,38,Rural,Yes,No,None,Yes,2000
Hospital 4021,168,39,55,Rural,No,Yes,General,No,1990
Hospital 4022,397,7,23,Rural,Yes,No,Oncology,No,1971
Hospital 4023,152,60,48,Rural,Yes,Yes,Neurology,Yes,1950
Hospital 4024,179,6,45,Urban,Yes,Yes,Orthopedics,No,2000
Hospital 4025,365,59,66,Rural,Yes,No,Cardiology,Yes,2006
Hospital 4026,413,93,82,Rural,No,Yes,Orthopedics,No,1964
Hospital 4027,352,87,90,Urban,Yes,No,Neurology,No,1996
Hospital 4028,154,52,72,Rural,No,No,None,Yes,1995
Hospital 4029,321,34,50,Rural,Yes,Yes,None,No,1987
Hospital 4030,125,32,87,Urban,Yes,Yes,Neurology,Yes,1981
Hospital 4031,226,84,0,Urban,Yes,Yes,General,No,2011
Hospital 4032,239,51,79,Rural,No,No,Cardiology,No,1959
Hospital 4033,21,12,70,Urban,Yes,No,None,No,1978
Hospital 4034,474,92,73,Rural,Yes,Yes,Neurology,Yes,2014
Hospital 4035,323,48,99,Urban,Yes,No,Orthopedics,Yes,1998
Hospital 4036,289,24,43,Rural,No,Yes,Oncology,No,1982
Hospital 4037,138,23,35,Rural,No,No,Cardiology,No,2009
Hospital 4038,369,58,53,Rural,Yes,No,Orthopedics,Yes,1984
Hospital 4039,83,29,70,Urban,No,No,Cardiology,No,2020
Hospital 4040,494,16,17,Rural,Yes,Yes,Oncology,No,1982
Hospital 4041,232,29,64,Urban,No,No,Neurology,No,1963
Hospital 4042,30,51,49,Urban,Yes,Yes,Neurology,No,1959
Hospital 4043,413,77,59,Urban,No,Yes,Orthopedics,No,1975
Hospital 4044,326,33,23,Urban,Yes,No,Orthopedics,Yes,1965
Hospital 4045,192,45,7,Urban,No,Yes,Neurology,Yes,1953
Hospital 4046,72,98,43,Rural,Yes,Yes,None,No,1950
Hospital 4047,40,57,100,Urban,No,Yes,General,Yes,2015
Hospital 4048,244,22,19,Urban,Yes,Yes,None,No,2005
Hospital 4049,228,88,1,Rural,Yes,No,Cardiology,No,1969
Hospital 4050,384,88,87,Rural,No,Yes,Orthopedics,Yes,1967
Hospital 4051,402,56,34,Rural,No,No,Oncology,Yes,2011
Hospital 4052,128,69,47,Rural,No,No,General,Yes,2022
Hospital 4053,38,69,69,Rural,Yes,No,Neurology,Yes,1968
Hospital 4054,283,14,94,Urban,Yes,No,Orthopedics,Yes,2002
Hospital 4055,490,44,26,Urban,Yes,Yes,None,No,1977
Hospital 4056,402,18,39,Rural,Yes,Yes,None,Yes,1963
Hospital 4057,100,74,44,Rural,No,No,Cardiology,No,1967
Hospital 4058,22,20,61,Rural,Yes,Yes,Orthopedics,Yes,2021
Hospital 4059,236,70,55,Rural,No,No,Orthopedics,No,1950
Hospital 4060,411,51,90,Urban,Yes,No,General,Yes,2020
Hospital 4061,211,100,18,Urban,Yes,No,General,No,1966
Hospital 4062,263,71,41,Urban,Yes,Yes,Neurology,Yes,1998
Hospital 4063,344,69,3,Urban,No,No,None,No,2020
Hospital 4064,343,20,99,Urban,No,No,Oncology,Yes,1994
Hospital 4065,226,88,81,Urban,Yes,Yes,None,Yes,1978
Hospital 4066,243,99,82,Rural,Yes,No,Orthopedics,Yes,1977
Hospital 4067,147,94,6,Rural,Yes,Yes,General,Yes,1996
Hospital 4068,307,31,89,Urban,Yes,No,Cardiology,Yes,1977
Hospital 4069,284,92,65,Rural,No,No,Oncology,No,1970
Hospital 4070,228,58,60,Rural,Yes,No,General,Yes,1960
Hospital 4071,209,8,39,Rural,Yes,Yes,Oncology,No,2016
Hospital 4072,59,70,45,Urban,No,No,General,Yes,1999
Hospital 4073,317,10,71,Urban,No,Yes,Cardiology,No,2003
Hospital 4074,466,66,38,Urban,Yes,No,Neurology,Yes,2008
Hospital 4075,271,96,39,Rural,Yes,No,Neurology,No,1966
Hospital 4076,109,15,67,Urban,No,No,Oncology,Yes,2020
Hospital 4077,433,51,38,Rural,No,No,Neurology,Yes,2000
Hospital 4078,473,60,46,Urban,Yes,Yes,None,Yes,1996
Hospital 4079,288,64,88,Urban,Yes,No,Orthopedics,Yes,1996
Hospital 4080,65,35,19,Urban,Yes,No,General,Yes,1980
Hospital 4081,453,21,66,Rural,No,Yes,Neurology,No,1988
Hospital 4082,334,73,64,Urban,Yes,No,Orthopedics,No,1964
Hospital 4083,316,23,94,Rural,No,Yes,Orthopedics,Yes,1965
Hospital 4084,320,55,34,Urban,No,Yes,General,Yes,1976
Hospital 4085,49,93,89,Urban,Yes,Yes,General,No,1952
Hospital 4086,70,10,50,Urban,No,No,Orthopedics,No,2023
Hospital 4087,353,84,46,Urban,Yes,No,Orthopedics,Yes,1954
Hospital 4088,428,77,30,Rural,No,Yes,General,Yes,1980
Hospital 4089,401,42,78,Rural,No,Yes,Cardiology,No,2010
Hospital 4090,99,14,14,Rural,No,Yes,Oncology,Yes,1961
Hospital 4091,119,75,15,Urban,No,Yes,Oncology,No,1972
Hospital 4092,422,51,83,Rural,No,Yes,Oncology,No,1964
Hospital 4093,118,54,2,Urban,No,Yes,Oncology,Yes,2020
Hospital 4094,391,60,98,Urban,No,No,General,Yes,2016
Hospital 4095,188,36,78,Rural,Yes,No,Neurology,Yes,1982
Hospital 4096,377,76,58,Rural,No,Yes,General,No,1960
Hospital 4097,223,15,18,Rural,Yes,No,Neurology,Yes,1976
Hospital 4098,227,11,2,Rural,Yes,Yes,Cardiology,Yes,1958
Hospital 4099,223,93,99,Urban,No,Yes,Neurology,No,1972
Hospital 4100,347,55,27,Urban,No,No,General,No,1975
Hospital 4101,205,88,70,Urban,No,Yes,None,No,1969
Hospital 4102,399,98,77,Rural,Yes,Yes,Oncology,No,1973
Hospital 4103,292,26,21,Rural,No,No,Cardiology,Yes,1995
Hospital 4104,475,33,88,Rural,Yes,No,None,No,2007
Hospital 4105,39,49,39,Rural,No,No,Orthopedics,Yes,2009
Hospital 4106,57,69,95,Urban,Yes,No,Orthopedics,Yes,2010
Hospital 4107,357,22,26,Rural,No,Yes,General,No,2013
Hospital 4108,205,11,95,Urban,No,No,None,Yes,1972
Hospital 4109,162,45,58,Rural,Yes,Yes,None,Yes,1972
Hospital 4110,480,50,93,Urban,Yes,No,General,Yes,1953
Hospital 4111,264,51,58,Rural,Yes,Yes,None,No,1992
Hospital 4112,485,61,51,Rural,No,No,Orthopedics,Yes,1987
Hospital 4113,444,21,24,Urban,Yes,Yes,Cardiology,No,1968
Hospital 4114,340,23,25,Rural,Yes,Yes,Oncology,Yes,1980
Hospital 4115,204,75,28,Rural,Yes,No,General,No,1986
Hospital 4116,243,79,19,Urban,No,No,None,Yes,2023
Hospital 4117,481,40,81,Rural,Yes,No,Orthopedics,No,1999
Hospital 4118,384,40,61,Rural,Yes,No,Cardiology,No,1996
Hospital 4119,117,58,14,Rural,No,No,Orthopedics,Yes,1956
Hospital 4120,308,20,27,Urban,No,No,Orthopedics,No,1960
Hospital 4121,245,57,28,Rural,Yes,No,None,Yes,2010
Hospital 4122,151,8,35,Rural,Yes,Yes,Oncology,No,1979
Hospital 4123,362,39,7,Urban,No,Yes,General,No,1987
Hospital 4124,441,59,98,Urban,Yes,Yes,Neurology,Yes,2002
Hospital 4125,40,14,32,Urban,No,No,General,No,1960
Hospital 4126,34,15,31,Rural,No,No,General,Yes,1972
Hospital 4127,480,76,94,Urban,No,No,None,Yes,1971
Hospital 4128,432,69,45,Urban,Yes,Yes,General,No,2016
Hospital 4129,186,52,98,Urban,No,No,Orthopedics,Yes,1992
Hospital 4130,71,83,94,Urban,No,Yes,General,No,1950
Hospital 4131,268,40,52,Urban,Yes,No,Oncology,Yes,1995
Hospital 4132,441,35,33,Urban,No,Yes,Oncology,No,1994
Hospital 4133,130,38,31,Rural,Yes,Yes,Oncology,Yes,1988
Hospital 4134,297,95,39,Urban,No,No,Oncology,Yes,2010
Hospital 4135,404,7,76,Urban,Yes,Yes,Orthopedics,No,1982
Hospital 4136,189,98,35,Rural,No,Yes,Cardiology,Yes,1989
Hospital 4137,422,36,86,Urban,Yes,No,Orthopedics,Yes,1991
Hospital 4138,355,9,62,Rural,No,No,Neurology,No,1995
Hospital 4139,120,53,59,Urban,No,No,Neurology,No,1982
Hospital 4140,467,37,33,Rural,Yes,No,Orthopedics,Yes,1987
Hospital 4141,263,53,40,Rural,Yes,Yes,Cardiology,Yes,1979
Hospital 4142,237,93,66,Urban,No,No,Oncology,No,2004
Hospital 4143,211,7,27,Urban,Yes,Yes,Oncology,Yes,1955
Hospital 4144,127,87,59,Urban,Yes,No,None,Yes,1969
Hospital 4145,384,49,60,Urban,No,Yes,Neurology,No,1956
Hospital 4146,160,60,24,Urban,Yes,No,Cardiology,No,2023
